"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"FAMHXPD","HAFSIB",NULL,"Half Siblings","NUMBER","2","0",NULL,NULL
"FAMHXPD","HAFSIBPD",NULL,"Half Siblings with PD","NUMBER","2","0",NULL,NULL
"FAMHXPD","INFODT","FAMHXPD","Assessment Date","DATE",NULL,NULL,"True","False"
"FAMHXPD","KIDSNUM","FAMHXPD","Children","NUMBER","12","0","False","False"
"FAMHXPD","KIDSPD","FAMHXPD","Children with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","LAST_UPDATE","FAMHXPD","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"FAMHXPD","MAGFATHPD","FAMHXPD","Maternal Grandfather with PD or Parkinsonism","NUMBER","1",NULL,"False","False"
"FAMHXPD","MAGMOTHPD","FAMHXPD","Maternal Grandmother with PD or Parkinsonism","NUMBER","1",NULL,"False","False"
"FAMHXPD","MAGPAR",NULL,"Maternal Grandparents","NUMBER","1","0",NULL,NULL
"FAMHXPD","MAGPARPD",NULL,"Maternal Grandparents with PD","NUMBER","1","0",NULL,NULL
"FAMHXPD","MAHAFSIB","FAMHXPD","Maternal Half Siblings","NUMBER","12","0","False","False"
"FAMHXPD","MAHAFSIBPD","FAMHXPD","Maternal Half Siblings with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","MATAU","FAMHXPD","Maternal Aunts and Uncles","NUMBER","12","0","False","False"
"FAMHXPD","MATAUPD","FAMHXPD","Maternal Aunts and Uncles with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","MATCOUS","FAMHXPD","Maternal Cousins","NUMBER","12","0","False","False"
"FAMHXPD","MATCOUSPD","FAMHXPD","Maternal Cousins with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","ORIG_ENTRY","FAMHXPD","Date of original data entry","DATE",NULL,NULL,"True","False"
"FAMHXPD","PAGFATHPD","FAMHXPD","Paternal Grandfather with PD or Parkinsonism","NUMBER","1",NULL,"False","False"
"FAMHXPD","PAGMOTHPD","FAMHXPD","Paternal Grandmother with PD or Parkinsonism","NUMBER","1",NULL,"False","False"
"FAMHXPD","PAGPAR",NULL,"Paternal Grandparents","NUMBER","1","0",NULL,NULL
"FAMHXPD","PAGPARPD",NULL,"Paternal Grandparents with PD","NUMBER","1","0",NULL,NULL
"FAMHXPD","PAG_NAME","FAMHXPD","Page Name","CHAR","12",NULL,"True","False"
"FAMHXPD","PAHAFSIB","FAMHXPD","Paternal Half Siblings","NUMBER","12","0","False","False"
"FAMHXPD","PAHAFSIBPD","FAMHXPD","Paternal Half Siblings with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","PATAU","FAMHXPD","Paternal Aunts and Uncles","NUMBER","12","0","False","False"
"FAMHXPD","PATAUPD","FAMHXPD","Paternal Aunts and Uncles with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","PATCOUS","FAMHXPD","Paternal Cousins","NUMBER","12","0","False","False"
"FAMHXPD","PATCOUSPD","FAMHXPD","Paternal Cousins with PD or Parkinsonism","NUMBER","12","0","False","False"
"FAMHXPD","PATNO","FAMHXPD","Participant ID","NUMBER","18","0","True","False"
"FAMHXPD","QUERY","FAMHXPD","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"FAMHXPD","REC_ID","FAMHXPD","Record ID","CHAR","36",NULL,"True","True"
"FEATPD","","FEATPD","Features of Parkinsonism",NULL,NULL,NULL,NULL,NULL
"FEATPD","CNO","FEATPD","Site Number","NUMBER","12","0","True","False"
"FEATPD","EVENT_ID","FEATPD","Visit ID","CHAR","3",NULL,"True","False"
"FEATPD","FEATBRADY","FEATPD","Bradykinesia is present and typical for parkinsonism","NUMBER","12","0","False","False"
"FEATPD","FEATPOSINS","FEATPD","Postural disturbance is present and typical for parkinsonism","NUMBER","12","0","False","False"
"FEATPD","FEATRIGID","FEATPD","Rigidity is present and typical for parkinsonism","NUMBER","12","0","False","False"
"FEATPD","FEATTREMOR","FEATPD","Rest tremor is present and typical for parkinsonism","NUMBER","12","0","False","False"
"FEATPD","INFODT","FEATPD","Assessment Date","DATE",NULL,NULL,"True","False"
"FEATPD","LAST_UPDATE","FEATPD","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"FEATPD","ORIG_ENTRY","FEATPD","Date of original data entry","DATE",NULL,NULL,"True","False"
"FEATPD","PAG_NAME","FEATPD","Page Name","CHAR","12",NULL,"True","False"
"FEATPD","PATNO","FEATPD","Participant ID","NUMBER","18","0","True","False"
"FEATPD","PSGLVL","FEATPD","Confidence abnormalities consistent with a neurodegenerative parkinsonian syndrome (PS)","NUMBER","12","0","False","False"
"FEATPD","QUERY","FEATPD","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"FEATPD","REC_ID","FEATPD","Record ID","CHAR","36",NULL,"True","True"
"FOUND","FOCONSENTDT",NULL,"Date signed consent form received","DATE",NULL,NULL,NULL,NULL
"FOUND","FOFOLLOWMO",NULL,"Number of Months followed in FOUND","NUMBER","3","0",NULL,NULL
"FOUND","FOFOLLOWST",NULL,"FOUND follow-up status","NUMBER","2","0",NULL,NULL
"FOUND","FOSTATUS",NULL,"FOUND STATUS","NUMBER","2","0",NULL,NULL
"FOUND","PATNO",NULL,"PPMI Patient Number","CHAR","8",NULL,NULL,NULL
"FOUNDSRDX","EVENT_ID",NULL,"Event Name","CHAR","20",NULL,NULL,NULL
"FOUNDSRDX","FOPTRDX",NULL,"Subject reported diagnosis","CHAR","200",NULL,NULL,NULL
"FOUNDSRDX","FOPTRDXOTHER",NULL,"Subject reported diagnosis - other specify","CHAR","500",NULL,NULL,NULL
"FOUNDSRDX","PATNO",NULL,"PPMI Patient Number","CHAR","8",NULL,NULL,NULL
"FOUNDSRDX","SRDXDATE",NULL,"Date self-reported diagnosis reported","DATE",NULL,NULL,NULL,NULL
"GAIT","",NULL,"Gait Data & Arm swing",NULL,NULL,NULL,NULL,NULL
"GAIT","ASA_DT",NULL,"ASA dual task walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","ASA_U",NULL,"ASA base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","ASYM _IND_U",NULL,"Asymmetry index base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","CAD_DT",NULL,"Cadence dual task walking (step/min)","NUMBER","18","15",NULL,NULL
"GAIT","CAD_U",NULL,"Cadence base walking (step/min)","NUMBER","8","5",NULL,NULL
"GAIT","CNO",NULL,"Center number","CHAR","4","0",NULL,NULL
"GAIT","COHORT",NULL,"Cohort (1-asymptomatic relatives, 2-true controls, 3 PD)","NUMBER","1","0",NULL,NULL
"GAIT","EVENT_ID",NULL,"Event Name","CHAR","8",NULL,NULL,NULL
"GAIT","INFODT",NULL,"Event date","DATE",NULL,NULL,NULL,NULL
"GAIT","JERK_T_DT",NULL,"Jerk dual task walking (m/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","JERK_T_U",NULL,"Jerk base walking (m/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","LA_AMP_DT",NULL,"Left arm amplitude dual task walking (deg)","NUMBER","18","15",NULL,NULL
"GAIT","LA_AMP_U",NULL,"Left arm amplitude base walking (deg)","NUMBER","18","15",NULL,NULL
"GAIT","LA_STD_DT",NULL,"Right arm variability dual task walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","LA_STD_U",NULL,"Right arm variability base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","L_JERK_DT",NULL,"Jerk Left dual task walking (deg/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","L_JERK_U",NULL,"Jerk Left base walking (deg/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","PATNO",NULL,"Patient number","NUMBER","8","0",NULL,NULL
"GAIT","RA_AMP_DT",NULL,"Right arm amplitude dual task walking (deg)","NUMBER","18","15",NULL,NULL
"GAIT","RA_AMP_U",NULL,"Right arm amplitude base walking (deg)","NUMBER","18","15",NULL,NULL
"GAIT","RA_STD_DT",NULL,"Right arm variability dual task walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","RA_STD_U",NULL,"Right arm variability base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","R_JERK_DT",NULL,"Jerk Right dual task walking (deg/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","R_JERK_U",NULL,"Jerk Right base walking (deg/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","SP_U",NULL,"Speed base walking (m/sec)","NUMBER","5","3",NULL,NULL
"GAIT","SP__DT",NULL,"Dual task speed walking (m/sec)","NUMBER","18","15",NULL,NULL
"GAIT","STEP_REG_DT",NULL,"Step Regularity dual task walking (g^2)","NUMBER","18","15",NULL,NULL
"GAIT","STEP_REG_U",NULL,"Step Regularity base walking (g^2)","NUMBER","18","15",NULL,NULL
"GAIT","STEP_SYM_DT",NULL,"Step Symmetry dual task walking","NUMBER","18","15",NULL,NULL
"GAIT","STEP_SYM_U",NULL,"Step Symmetry base walking","NUMBER","18","15",NULL,NULL
"GAIT","STR_CV_DT",NULL,"Stride CV dual task walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","STR_CV_U",NULL,"Stride CV base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","STR_T_DT",NULL,"Average stride time dual task walking (sec)","NUMBER","18","15",NULL,NULL
"GAIT","STR_T_U",NULL,"Average stride time base walking (sec)","NUMBER","18","15",NULL,NULL
"GAIT","SW_FREQ_CL",NULL,"Centroidal frequency eyes close sway (HZ)","NUMBER","18","15",NULL,NULL
"GAIT","SW_FREQ_OP",NULL,"Centroidal frequency eyes open sway (HZ)","NUMBER","18","15",NULL,NULL
"GAIT","SW_JERK_CL",NULL,"Jerk eyes close sway (m/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","SW_JERK_OP",NULL,"Jerk eyes open sway (m/sec^3)","NUMBER","18","15",NULL,NULL
"GAIT","SW_PATH_CL",NULL,"Eyes close sway path (m/sec^2)","NUMBER","18","15",NULL,NULL
"GAIT","SW_PATH_OP",NULL,"Eyes open sway path (m/sec^2)","NUMBER","18","15",NULL,NULL
"GAIT","SW_VEL_CL",NULL,"Eyes close sway velocity (m/sec)","NUMBER","18","15",NULL,NULL
"GAIT","SW_VEL_OP",NULL,"Eyes open sway velocity (m/sec)","NUMBER","18","15",NULL,NULL
"GAIT","SYM_DT",NULL,"Arms symmetry dual task walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","SYM_U",NULL,"Arms symmetry base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","TRA_DT",NULL,"Trunk Rotation Asymmetry dual task walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","TRA_U",NULL,"Trunk Rotation Asymmetry base walking (%)","NUMBER","18","15",NULL,NULL
"GAIT","TUG1_DUR",NULL,"TUG1 duration (sec)","NUMBER","18","15",NULL,NULL
"GAIT","TUG1_STEP_NUM",NULL,"TUG1 number of step (#number)","NUMBER","3","0",NULL,NULL
"GAIT","TUG1_STEP_REG",NULL,"TUG1 Step regularity (g^2)","NUMBER","18","15",NULL,NULL
"GAIT","TUG1_STEP_SYM",NULL,"TUG1 step symmetry","NUMBER","18","15",NULL,NULL
"GAIT","TUG1_STRAIGHT_DUR",NULL,"TUG1 Average step duration during straight  walking (sec)","NUMBER","18","15",NULL,NULL
"GAIT","TUG1_TURNS_DUR",NULL,"TUG1 Average step duration during turns (sec)","NUMBER","18","15",NULL,NULL
"GAIT","TUG2_DUR",NULL,"TUG2 duration (sec)","NUMBER","18","15",NULL,NULL
"GAIT","TUG2_STEP_NUM",NULL,"TUG2 number of step (#number)","NUMBER","3","0",NULL,NULL
"GAIT","TUG2_STEP_REG",NULL,"TUG2 Step regularity (g^2)","NUMBER","18","15",NULL,NULL
"GAIT","TUG2_STEP_SYM",NULL,"TUG2 step symmetry","NUMBER","18","15",NULL,NULL
"GAIT","TUG2_STRAIGHT_DUR",NULL,"TUG2 Average step duration during straight  walking (sec)","NUMBER","18","15",NULL,NULL
"GAIT","TUG2_TURNS_DUR",NULL,"TUG2 Average step duration during turns (sec)","NUMBER","18","15",NULL,NULL
"GAIT","T_AMP_DT",NULL,"Average trunk amplitude dual task walking (deg)","NUMBER","18","15",NULL,NULL
"GAIT","T_AMP_U",NULL,"Average trunk amplitude base walking (deg)","NUMBER","18","15",NULL,NULL
"GDSSHORT","","GDSSHORT","Geriatric Depression Scale (Short Version)",NULL,NULL,NULL,NULL,NULL
"GDSSHORT","CNO","GDSSHORT","Site Number","NUMBER","12","0","True","False"
"GDSSHORT","EVENT_ID","GDSSHORT","Visit ID","CHAR","3",NULL,"True","False"
"GDSSHORT","GDSAFRAD","GDSSHORT","Afraid something bad will happen to you?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSALIVE","GDSSHORT","Wonderful to be alive now?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSBETER","GDSSHORT","Most people are better off than you are?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSBORED","GDSSHORT","Often get bored?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSDROPD","GDSSHORT","Dropped many activities and interests?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSEMPTY","GDSSHORT","Feel that your life is empty?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSENRGY","GDSSHORT","Feel full of energy?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSGSPIR","GDSSHORT","In good spirits most of the time?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSHAPPY","GDSSHORT","Feel happy most of the time","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSHLPLS","GDSSHORT","Often feel helpless?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSHOME","GDSSHORT","Prefer to stay at home?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSHOPLS","GDSSHORT","Feel that your situation is hopeless?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSMEMRY","GDSSHORT","More problems with memory than most?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSSATIS","GDSSHORT","Basically satisfied with your life?","NUMBER","1",NULL,"False","False"
"GDSSHORT","GDSWRTLS","GDSSHORT","Feel pretty worthless the way you are?","NUMBER","1",NULL,"False","False"
"GDSSHORT","INFODT","GDSSHORT","Assessment Date","DATE",NULL,NULL,"True","False"
"GDSSHORT","LAST_UPDATE","GDSSHORT","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"GDSSHORT","ORIG_ENTRY","GDSSHORT","Date of original data entry","DATE",NULL,NULL,"True","False"
"GDSSHORT","PAG_NAME","GDSSHORT","Page Name","CHAR","12",NULL,"True","False"
"GDSSHORT","PATNO","GDSSHORT","Participant ID","NUMBER","18","0","True","False"
"GDSSHORT","QUERY","GDSSHORT","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"GDSSHORT","REC_ID","GDSSHORT","Record ID","CHAR","36",NULL,"True","True"
"GENPHYEX","","GENPHYEX","General Physical Exam",NULL,NULL,NULL,NULL,NULL
"GENPHYEX","ABNORM","GENPHYEX","Response","NUMBER","12","0","False","False"
"GENPHYEX","ABNORMCM","GENPHYEX","Comment","CHAR",NULL,NULL,"False","False"
"GENPHYEX","CNO","GENPHYEX","Site Number","NUMBER","12","0","True","False"
"GENPHYEX","EVENT_ID","GENPHYEX","Visit ID","CHAR","3",NULL,"True","False"
"GENPHYEX","INFODT","GENPHYEX","Assessment Date","DATE",NULL,NULL,"True","False"
"GENPHYEX","LAST_UPDATE","GENPHYEX","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"GENPHYEX","ORIG_ENTRY","GENPHYEX","Date of original data entry","DATE",NULL,NULL,"True","False"
"GENPHYEX","PAG_NAME","GENPHYEX","Page Name","CHAR","12",NULL,"True","False"
"GENPHYEX","PATNO","GENPHYEX","Participant ID","NUMBER","18","0","True","False"
"GENPHYEX","PECAT","GENPHYEX","Category","CHAR",NULL,NULL,"False","False"
"GENPHYEX","PESEQ","GENPHYEX","Number","NUMBER","12","0","False","False"
"GENPHYEX","QUERY","GENPHYEX","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"GENPHYEX","REC_ID","GENPHYEX","Record ID","CHAR","36",NULL,"True","True"
"GMVOLUME","",NULL,"Grey Matter volume extraction from MRI T1","CHAR","8",NULL,NULL,NULL
"GMVOLUME","EVENT_ID",NULL,"Event Name","CHAR","8",NULL,NULL,NULL
"GMVOLUME","GM_VOLUME",NULL,"Extracted grey matter volume in mm cubed","NUMBER",NULL,"0",NULL,NULL
"GMVOLUME","IMAGEID",NULL,"Image ID","NUMBER","8","0",NULL,NULL
"GMVOLUME","MRIDATE",NULL,"Date of MRI scan","DATE",NULL,NULL,NULL,NULL
"GMVOLUME","PATNO",NULL,"Patient Number","CHAR","8",NULL,NULL,NULL
"HVLT","","HVLT","Hopkins Verbal Learning Test - Revised",NULL,NULL,NULL,NULL,NULL
"HVLT","AGE_ASSESS_HVLT",NULL,"Age at Assessment - HVLT","NUMBER","8","0",NULL,NULL
"HVLT","CNO","HVLT","Site Number","NUMBER","12","0","True","False"
"HVLT","DVT_DELAYED_RECALL",NULL,"Derived-Delayed Recall T-Score","NUMBER","8","0",NULL,NULL
"HVLT","DVT_RECOG_DISC_INDEX",NULL,"Derived-Recog. Discrim. Index T-Score","NUMBER","8","0",NULL,NULL
"HVLT","DVT_RETENTION",NULL,"Derived-Retention T-Score","NUMBER","8","0",NULL,NULL
"HVLT","DVT_TOTAL_RECALL",NULL,"Derived-Total Recall T-Score","NUMBER","8","0",NULL,NULL
"HVLT","EVENT_ID","HVLT","Visit ID","CHAR","3",NULL,"True","False"
"HVLT","HVLTFPRL","HVLT","Delayed Recognition - Total # false positives, related","NUMBER","12","0","False","False"
"HVLT","HVLTFPUN","HVLT","Delayed Recognition - Total # false positives, unrelated","NUMBER","12","0","False","False"
"HVLT","HVLTRDLY","HVLT","Delayed Recall Trial 4","NUMBER","12","0","False","False"
"HVLT","HVLTREC","HVLT","Delayed Recognition - Total # true positives","NUMBER","12","0","False","False"
"HVLT","HVLTRT1","HVLT","Immediate Recall Trial 1","NUMBER","12","0","False","False"
"HVLT","HVLTRT2","HVLT","Immediate Recall Trial 2","NUMBER","12","0","False","False"
"HVLT","HVLTRT3","HVLT","Immediate Recall Trial 3","NUMBER","12","0","False","False"
"HVLT","HVLTVRSN","HVLT","HVLT-R Test Booklet Version used","NUMBER","12","0","False","False"
"HVLT","HVLTVRSNCM","HVLT","Used different form than indicated in the protocol comment","CHAR",NULL,NULL,"False","False"
"HVLT","INFODT","HVLT","Assessment Date","DATE",NULL,NULL,"True","False"
"HVLT","LAST_UPDATE","HVLT","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"HVLT","ORIG_ENTRY","HVLT","Date of original data entry","DATE",NULL,NULL,"True","False"
"HVLT","PAG_NAME","HVLT","Page Name","CHAR","12",NULL,"True","False"
"HVLT","PATNO","HVLT","Participant ID","NUMBER","18","0","True","False"
"HVLT","QUERY","HVLT","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"HVLT","REC_ID","HVLT","Record ID","CHAR","36",NULL,"True","True"
"ICFLOG","","ICFLOG","Informed Consent Tracking Log",NULL,NULL,NULL,NULL,NULL
"ICFLOG","CNO","ICFLOG","Site Number","NUMBER","12","0","True","False"
"ICFLOG","CNTBRTS","ICFLOG","Consent to share contact info with Pathology Core","NUMBER","12","0","False","False"
"ICFLOG","CNTVER",NULL,"Consent to contact by Verily Study team","CHAR","1",NULL,NULL,NULL
"ICFLOG","EVENT_ID","ICFLOG","Visit ID","CHAR","3",NULL,"True","False"
"ICFLOG","FNDSHR","ICFLOG","Consent to share contact info with FOUND","NUMBER","1",NULL,"False","False"
"ICFLOG","ICFAPPDT","ICFLOG","Date ICF signed","DATE",NULL,NULL,"False","False"
"ICFLOG","ICFPRTCL","ICFLOG","Select Protocol for Consent","NUMBER","12","0","False","False"
"ICFLOG","ICFRSN","ICFLOG","Reason for Consent","NUMBER","12","0","False","False"
"ICFLOG","ICFRSNCM","ICFLOG","Reason for reconsent comment","CHAR",NULL,NULL,"False","False"
"ICFLOG","INFODT","ICFLOG","Assessment Date","DATE",NULL,NULL,"True","False"
"ICFLOG","IRBAPPDT","ICFLOG","Site IRB approval date","DATE",NULL,NULL,"False","False"
"ICFLOG","LAST_UPDATE","ICFLOG","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"ICFLOG","ORIG_ENTRY","ICFLOG","Date of original data entry","DATE",NULL,NULL,"True","False"
"ICFLOG","PAG_NAME","ICFLOG","Page Name","CHAR","12",NULL,"True","False"
"ICFLOG","PATNO","ICFLOG","Participant ID","NUMBER","18","0","True","False"
"ICFLOG","QUERY","ICFLOG","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"ICFLOG","RECNTDATA","ICFLOG","Consent to re-contact for use of data or samples","NUMBER","1",NULL,"False","False"
"ICFLOG","RECNTRSCH","ICFLOG","Consent to re-contact for other research","NUMBER","1",NULL,"False","False"
"ICFLOG","REC_ID","ICFLOG","Record ID","CHAR","36",NULL,"True","True"
"ICFLOG","SEQNO","ICFLOG","Sequence Number","NUMBER","12","0","True","False"
"ICFLOG","SITEVDT","ICFLOG","Site version date","DATE",NULL,NULL,"False","False"
"ICFLOG","STUDYVDT","ICFLOG","Study template version date","DATE",NULL,NULL,"False","False"
"INBEDTIMES","age_seconds",NULL,"Participant's pseudo-age in seconds","DATE","0","0",NULL,NULL
"INBEDTIMES","end_time_local",NULL,"Timestamp of the offset of inbed time. Represented in participant's local time","TIME","8","0",NULL,NULL
"INBEDTIMES","end_time_ms",NULL,"Timestamp of the offset of inbed time. Represented in epoch time","CHAR","25","0",NULL,NULL
"INBEDTIMES","start_time_local",NULL,"Timestamp of the onset of inbed time. Represented in participant's local time","TIME","8","0",NULL,NULL
"INBEDTIMES","start_time_ms",NULL,"Timestamp of the onset of inbed time. Represented in epoch time","CHAR","25","0",NULL,NULL
"INBEDTIMES","subject",NULL,"Participant ID","CHAR","16","0",NULL,NULL
"INBEDTIMES","time_day",NULL,"Day of week","CHAR","3","0",NULL,NULL
"INBEDTIMES","time_local",NULL,"Time in participant's local time zone","TIME","8","0",NULL,NULL
"INBEDTIMES","time_ms",NULL,"Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0",NULL,NULL
"INEX","","INEX","Inclusion Exclusion",NULL,NULL,NULL,NULL,NULL
"INEX","CNO","INEX","Site Number","NUMBER","12","0","True","False"
"INEX","EVENT_ID","INEX","Visit ID","CHAR","3",NULL,"True","False"
"INEX","EX60DYPDRX","INEX","Has taken levodopa, dopamine agonists, MAO-B inhibitors or amantadine within 60 days of Baseline visit.","NUMBER","1",NULL,"False","False"
"INEX","EX90DYPDRX","INEX","Has taken levodopa or dopamine agonists prior to Baseline visit for more than a total of 90 days.","NUMBER","1",NULL,"False","False"
"INEX","EXABCOND","INEX","Any other medical or psychiatric condition or lab abnormality, which in the opinion of the investigator might preclude participation.","NUMBER","1",NULL,"False","False"
"INEX","EXANTCOAG","INEX","Current treatment with anticoagulants (e.g., coumadin, heparin, oral thrombin inhibitors) that might preclude safe completion of the lumbar puncture.","NUMBER","1",NULL,"False","False"
"INEX","EXATYPPD","INEX","Atypical PD syndromes due to either drugs (e.g., metoclopramide, flunarizine, neuroleptics) or metabolic disorders (e.g. Wilson's disease), encephalitis, or degenerative diseases (e.g., progressive supranuclear palsy).","NUMBER","1",NULL,"False","False"
"INEX","EXCURPDRX","INEX","Currently taking levodopa, dopamine agonists, MAO-B inhibitors (e.g., selegiline, rasagiline), amantadine or another PD medication.","NUMBER","1",NULL,"False","False"
"INEX","EXDARX6MO","INEX","Received any of the following drugs: dopamine receptor blockers (neuroleptics), metoclopramide and reserpine within 6 months of Screening visit.","NUMBER","1",NULL,"False","False"
"INEX","EXDEMNTDX","INEX","A clinical diagnosis of dementia as determined by the investigator.","NUMBER","1",NULL,"False","False"
"INEX","EXFAMPD","INEX","First degree relative with PD (i.e. biologic parent, sibling, child)","NUMBER","1",NULL,"False","False"
"INEX","EXNEURCURR","INEX","Current or active clinically significant neurological disorder (in the opinion of the Investigator).","NUMBER","1",NULL,"False","False"
"INEX","EXNEURMRI","INEX","Previously obtained MRI scan with evidence of clinically significant neurological disorder (in the opinion of the Investigator).","NUMBER","1",NULL,"False","False"
"INEX","EXPDDEMDX","INEX","Clinical diagnosis of PD, other parkinsonism, or dementia.","NUMBER","1",NULL,"False","False"
"INEX","EXUNSAFLP","INEX","Condition that precludes the safe performance of routine lumbar puncture, such as prohibitive lumbar spinal disease, bleeding diathesis, or clinically significant coagulopathy or thrombocytopenia.","NUMBER","1",NULL,"False","False"
"INEX","IN2CARDPD","INEX","Patients must have at least two of the following: resting tremor, bradykinesia, rigidity (must have either resting tremor or bradykinesia); OR either asymmetric resting tremor or asymmetric bradykinesia.","NUMBER","1",NULL,"False","False"
"INEX","IN2YRPD","INEX","A diagnosis of Parkinson disease for 2 years or less at Screening Visit.","NUMBER","1",NULL,"False","False"
"INEX","INAGE30","INEX","Male or female age 30 years or older at Screening visit.","NUMBER","1",NULL,"False","False"
"INEX","INAGE6030","INEX","Male or female age 60 years or older (except age 30 years or older for SNCA, or rare genetic mutations (such as Parkin or Pink1) participants).","NUMBER","1",NULL,"False","False"
"INEX","INCNST","INEX","Able to provide informed consent.","NUMBER","1",NULL,"False","False"
"INEX","INDATSCN","INEX","Confirmation that participant is eligible based on Screening DaTscan imaging.","NUMBER","1",NULL,"False","False"
"INEX","INFODT","INEX","Assessment Date","DATE",NULL,NULL,"True","False"
"INEX","INHOLDRX","INEX","Individuals taking any of the following drugs: alpha methyldopa, methylphenidate, amphetamine derivatives or modafinil, must be willing and medically able to hold the medication for at least 5 half-lives before DaTscan imaging.","NUMBER","1",NULL,"False","False"
"INEX","INHY1OR2","INEX","Hoehn and Yahr stage I or II at Baseline.","NUMBER","1",NULL,"False","False"
"INEX","INHY1TO3","INEX","Hoehn and Yahr stage I or II or III at Baseline.","NUMBER","1",NULL,"False","False"
"INEX","INLRRK2GBA","INEX","Confirmation of causative LRRK2 or GBA (willingness to undergo genetic testing as part of genetic screening and be informed of genetic testing results, or documentation of prior genetic testing results).","NUMBER","1",NULL,"False","False"
"INEX","INNOMED6MO","INEX","Not expected to require PD medication within at least 6 months from Baseline.","NUMBER","1",NULL,"False","False"
"INEX","INPDDX30","INEX","Male or female age 30 years or older at Screening Visit.","NUMBER","1",NULL,"False","False"
"INEX","INPDSC","INEX","Parkinson's disease diagnosis at Screening Visit.","NUMBER","1",NULL,"False","False"
"INEX","INPREGNT","INEX","Male or a female of childbearing potential who is not pregnant, lactating, or planning pregnancy during the study must have a negative pregnancy test on day of Screening DaTscan imaging test prior to injection of DaTscan","NUMBER","1",NULL,"False","False"
"INEX","INPRESCRN","INEX","Confirmation that participant is eligible based on centrally determined predictive criteria including the University of Pennsylvania Smell Identification Test (UPSIT), prior to completion of Screening DaTscan imaging.","NUMBER","1",NULL,"False","False"
"INEX","INSNCAPARK","INEX","Confirmation of causative SNCA or rare genetic variant (such as Parkin or Pink1) (willingness to undergo genetic testing as part of genetic screening and be informed of genetic testing results, or approved documentation of prior genetic testing results).","NUMBER","1",NULL,"False","False"
"INEX","LAST_UPDATE","INEX","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"INEX","ORIG_ENTRY","INEX","Date of original data entry","DATE",NULL,NULL,"True","False"
"INEX","PAG_NAME","INEX","Page Name","CHAR","12",NULL,"True","False"
"INEX","PATNO","INEX","Participant ID","NUMBER","18","0","True","False"
